date,first_zero_iso,first_idle_iso,first_positive_iso,first_net_positive_iso,smoothed_i_at_net_positive,soc_avg_at_net_positive,first_absorption_iso,first_full_iso
2026-05-19,2026-05-19T06:44:10,2026-05-19T06:44:10,2026-05-19T07:44:21,2026-05-19T07:45:40,0.1669,63.50,2026-05-19T13:44:00,
